Rector of Université du Québec à Montréal subClassOf rector, Rector of Université du Québec à Montréal subClassOf phrase, rector disjointWith phrase
Rector of the University of Montreal subClassOf rector, Rector of the University of Montreal subClassOf phrase, rector disjointWith phrase
honorary doctor of the University of Bordeaux subClassOf honorary doctorate, honorary doctor of the University of Bordeaux subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Montpellier subClassOf honorary doctorate, honorary doctorate of the University of Montpellier subClassOf word, honorary doctorate disjointWith word
honorary doctorate from the University of Strasbourg subClassOf honorary doctorate, honorary doctorate from the University of Strasbourg subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from University of Rennes subClassOf honorary doctorate, honorary doctorate from University of Rennes subClassOf word, honorary doctorate disjointWith word
President of the American University of Beirut subClassOf rector, President of the American University of Beirut subClassOf phrase, rector disjointWith phrase
honorary doctor of the Institut agro Rennes-Angers subClassOf honorary doctorate, honorary doctor of the Institut agro Rennes-Angers subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of University of Economics in Bratislava subClassOf honorary doctorate, honorary doctor of University of Economics in Bratislava subClassOf word, honorary doctorate disjointWith word
President of PSL University subClassOf président d'université, President of PSL University subClassOf phrase, président d'université disjointWith phrase
President of the University of the Pacific subClassOf rector, President of the University of the Pacific subClassOf word, rector disjointWith word
President of the University of North Dakota subClassOf rector, President of the University of North Dakota subClassOf phrase, rector disjointWith phrase
President of Longwood University subClassOf rector, President of Longwood University subClassOf phrase, rector disjointWith phrase
honorary doctorate of Trnava University in Trnava subClassOf honorary doctorate, honorary doctorate of Trnava University in Trnava subClassOf word, honorary doctorate disjointWith word
President of Ithaca College subClassOf rector, President of Ithaca College subClassOf phrase, rector disjointWith phrase
Medal of the Order of Merit of Wallonia subClassOf medal of an order, Medal of the Order of Merit of Wallonia subClassOf word, medal of an order disjointWith word
honorary doctor of George Washington University subClassOf honorary doctorate, honorary doctor of George Washington University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Le Mans University subClassOf honorary doctorate, honorary doctor of Le Mans University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from University of Technology of Troyes subClassOf honorary doctorate, honorary doctorate from University of Technology of Troyes subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from the Université de technologie de Belfort-Montbéliard subClassOf honorary doctorate, honorary doctorate from the Université de technologie de Belfort-Montbéliard subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Auckland University of Technology subClassOf honorary doctorate, honorary doctor of Auckland University of Technology subClassOf word, honorary doctorate disjointWith word
honorary doctor of Victoria University of Wellington subClassOf honorary doctorate, honorary doctor of Victoria University of Wellington subClassOf word, honorary doctorate disjointWith word
honorary doctor of Massey University subClassOf honorary doctorate, honorary doctor of Massey University subClassOf word, honorary doctorate disjointWith word
honorary doctor of Lincoln University subClassOf honorary doctorate, honorary doctor of Lincoln University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Canterbury subClassOf honorary doctorate, honorary doctor of the University of Canterbury subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of New Zealand subClassOf honorary doctorate, honorary doctor of the University of New Zealand subClassOf phrase, honorary doctorate disjointWith phrase
Chancellor of the City University of New York subClassOf chancellor, Chancellor of the City University of New York subClassOf phrase, chancellor disjointWith phrase
LGBT Anglican bishop subClassOf Anglican bishop, LGBT Anglican bishop subClassOf phrase, Anglican bishop disjointWith phrase
honorary citizen of Moravská Třebová subClassOf honorary citizenship, honorary citizen of Moravská Třebová subClassOf word, honorary citizenship disjointWith word
honorary citizen of Litomyšl subClassOf honorary citizenship, honorary citizen of Litomyšl subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Blovice subClassOf honorary citizenship, honorary citizen of Blovice subClassOf word, honorary citizenship disjointWith word
honorary citizen of Semily subClassOf honorary citizenship, honorary citizen of Semily subClassOf phrase, honorary citizenship disjointWith phrase
Order of Christ Commendation subClassOf commendation, Order of Christ Commendation subClassOf word, commendation disjointWith word
honorary citizen of Lanškroun subClassOf honorary citizenship, honorary citizen of Lanškroun subClassOf word, honorary citizenship disjointWith word
Honorary Dame Companion of the New Zealand Order of Merit subClassOf Dame, Honorary Dame Companion of the New Zealand Order of Merit subClassOf phrase, Dame disjointWith phrase
People's Artist subClassOf People's Artist, People's Artist subClassOf phrase, People's Artist disjointWith phrase
honorary citizen of Lidice subClassOf honorary citizenship, honorary citizen of Lidice subClassOf word, honorary citizenship disjointWith word
honorary citizen of Mirošov subClassOf honorary citizenship, honorary citizen of Mirošov subClassOf phrase, honorary citizenship disjointWith phrase
Consularis Syriae subClassOf governor, Consularis Syriae subClassOf phrase, governor disjointWith phrase
honorary citizen of Lahojsk District subClassOf honorary citizenship, honorary citizen of Lahojsk District subClassOf word, honorary citizenship disjointWith word
honorary citizen of Zala County subClassOf honorary citizenship, honorary citizen of Zala County subClassOf word, honorary citizenship disjointWith word
honorary citizen of Dombóvár subClassOf honorary citizenship, honorary citizen of Dombóvár subClassOf word, honorary citizenship disjointWith word
honorary citizen of Prague 15 subClassOf honorary citizenship, honorary citizen of Prague 15 subClassOf word, honorary citizenship disjointWith word
honorary citizen of Zirc subClassOf honorary citizenship, honorary citizen of Zirc subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Pružany District subClassOf honorary citizenship, honorary citizen of Pružany District subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Kobryn subClassOf honorary citizenship, honorary citizen of Kobryn subClassOf word, honorary citizenship disjointWith word
honorary citizen of Jáchymov subClassOf honorary citizenship, honorary citizen of Jáchymov subClassOf word, honorary citizenship disjointWith word
Companion of the Order of the Crown of Thailand subClassOf companion, Companion of the Order of the Crown of Thailand subClassOf phrase, companion disjointWith phrase
Vice Chancellor of the Pontifical University of Salamanca subClassOf chancellor, Vice Chancellor of the Pontifical University of Salamanca subClassOf word, chancellor disjointWith word
Rector of the Salesian Pontifical University subClassOf rector, Rector of the Salesian Pontifical University subClassOf word, rector disjointWith word
Comendador de Idanha na Ordem de Cristo subClassOf Order of Christ Commendation, Comendador de Idanha na Ordem de Cristo subClassOf phrase, Order of Christ Commendation disjointWith phrase
honorary doctor of the Florida Atlantic University subClassOf honorary doctorate, honorary doctor of the Florida Atlantic University subClassOf phrase, honorary doctorate disjointWith phrase
Rector of Ramon Llull University subClassOf rector, Rector of Ramon Llull University subClassOf phrase, rector disjointWith phrase
honorary doctor of the Edinburgh Napier University subClassOf honorary doctorate, honorary doctor of the Edinburgh Napier University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Exeter subClassOf honorary doctorate, honorary doctor of the University of Exeter subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Essex subClassOf honorary doctorate, honorary doctor of the University of Essex subClassOf word, honorary doctorate disjointWith word
rector of the Piarist School subClassOf rector, rector of the Piarist School subClassOf phrase, rector disjointWith phrase
honorary doctor of Fordham University subClassOf honorary doctorate, honorary doctor of Fordham University subClassOf word, honorary doctorate disjointWith word
doctor honoris causa of the University of Turku subClassOf honorary doctorate, doctor honoris causa of the University of Turku subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of St. Gallen subClassOf honorary doctorate, honorary doctor of the University of St. Gallen subClassOf word, honorary doctorate disjointWith word
honorary doctor of Purdue University subClassOf honorary doctorate, honorary doctor of Purdue University subClassOf word, honorary doctorate disjointWith word
honorary doctor of Rutgers University subClassOf honorary doctorate, honorary doctor of Rutgers University subClassOf word, honorary doctorate disjointWith word
President of Sohag University subClassOf rector, President of Sohag University subClassOf phrase, rector disjointWith phrase
honorary doctor of Paris 8 University subClassOf honorary doctorate, honorary doctor of Paris 8 University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Eastman School of Music subClassOf honorary doctorate, honorary doctor of the Eastman School of Music subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Amherst College subClassOf honorary doctorate, honorary doctor of Amherst College subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Hasselt University subClassOf honorary doctorate, honorary doctorate of Hasselt University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the State University of New York at Stony Brook subClassOf honorary doctorate, honorary doctor of the State University of New York at Stony Brook subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from the Université du Québec subClassOf honorary doctorate, honorary doctorate from the Université du Québec subClassOf word, honorary doctorate disjointWith word
Roman Catholic Bishop of Balanga subClassOf official, Roman Catholic Bishop of Balanga subClassOf word, official disjointWith word
Grand Chancellor of the Pontifical University of Salamanca subClassOf Grand Chancellor, Grand Chancellor of the Pontifical University of Salamanca subClassOf phrase, Grand Chancellor disjointWith phrase
Grand Chancellor of the Salesian Pontifical University subClassOf Grand Chancellor, Grand Chancellor of the Salesian Pontifical University subClassOf phrase, Grand Chancellor disjointWith phrase
Dona subClassOf Don, Dona subClassOf phrase, Don disjointWith phrase
Dom subClassOf Don, Dom subClassOf phrase, Don disjointWith phrase
anglican archbishop subClassOf Anglican priest, anglican archbishop subClassOf word, Anglican priest disjointWith word
Bishop of Orkney subClassOf Anglican bishop, Bishop of Orkney subClassOf word, Anglican bishop disjointWith word
Bishop of Caithness subClassOf Anglican bishop, Bishop of Caithness subClassOf word, Anglican bishop disjointWith word
Anglican Archbishop of Adelaide subClassOf archbishop, Anglican Archbishop of Adelaide subClassOf word, archbishop disjointWith word
Anglican Archbishop of Perth subClassOf archbishop, Anglican Archbishop of Perth subClassOf phrase, archbishop disjointWith phrase
Anglican Archbishop of Brisbane subClassOf archbishop, Anglican Archbishop of Brisbane subClassOf phrase, archbishop disjointWith phrase
Anglican Archbishop of Melbourne subClassOf archbishop, Anglican Archbishop of Melbourne subClassOf word, archbishop disjointWith word
Anglican Bishop of Tasmania subClassOf diocesan bishop, Anglican Bishop of Tasmania subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of Wangaratta subClassOf diocesan bishop, Anglican Bishop of Wangaratta subClassOf phrase, diocesan bishop disjointWith phrase
Anglican Bishop of Bendigo subClassOf diocesan bishop, Anglican Bishop of Bendigo subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of Gippsland subClassOf diocesan bishop, Anglican Bishop of Gippsland subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of The Murray subClassOf diocesan bishop, Anglican Bishop of The Murray subClassOf phrase, diocesan bishop disjointWith phrase
Anglican Bishop of Willochra subClassOf diocesan bishop, Anglican Bishop of Willochra subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of Bunbury subClassOf diocesan bishop, Anglican Bishop of Bunbury subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of North West Australia subClassOf diocesan bishop, Anglican Bishop of North West Australia subClassOf phrase, diocesan bishop disjointWith phrase
Anglican Bishop of Rockhampton subClassOf diocesan bishop, Anglican Bishop of Rockhampton subClassOf phrase, diocesan bishop disjointWith phrase
Anglican Bishop to the Australian Defence Force subClassOf diocesan bishop, Anglican Bishop to the Australian Defence Force subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of Grafton subClassOf diocesan bishop, Anglican Bishop of Grafton subClassOf word, diocesan bishop disjointWith word
Anglican Bishop of Armidale subClassOf diocesan bishop, Anglican Bishop of Armidale subClassOf phrase, diocesan bishop disjointWith phrase
conferred royal title subClassOf noble title, conferred royal title subClassOf phrase, noble title disjointWith phrase
diplomatic title subClassOf exonym, diplomatic title subClassOf word, exonym disjointWith word
corporate title subClassOf profession, corporate title subClassOf phrase, profession disjointWith phrase
city status subClassOf English-language word "city", city status subClassOf word, English-language word "city" disjointWith word
Tifashi subClassOf noble title, Tifashi subClassOf word, noble title disjointWith word
Ranged Marquis subClassOf noble title, Ranged Marquis subClassOf phrase, noble title disjointWith phrase
honorary position subClassOf title of honor, honorary position subClassOf phrase, title of honor disjointWith phrase
monarchial title subClassOf noble title, monarchial title subClassOf word, noble title disjointWith word
Ranking (East Asian imperial houses) subClassOf noble title, Ranking (East Asian imperial houses) subClassOf word, noble title disjointWith word
honorary fellow subClassOf honorary title, honorary fellow subClassOf word, honorary title disjointWith word
honorary master's degree subClassOf master's degree, honorary master's degree subClassOf word, master's degree disjointWith word
honorary doctorate subClassOf honorary degree, honorary doctorate subClassOf phrase, honorary degree disjointWith phrase
Honorary Principal subClassOf honorary position, Honorary Principal subClassOf phrase, honorary position disjointWith phrase
honorary citizen of Tokyo subClassOf honorary citizenship, honorary citizen of Tokyo subClassOf word, honorary citizenship disjointWith word
Familia subClassOf ambassador, Familia subClassOf word, ambassador disjointWith word
honorary citizen of Gunma Prefecture subClassOf honorary citizenship, honorary citizen of Gunma Prefecture subClassOf word, honorary citizenship disjointWith word
tourism ambassador subClassOf official honorary title, tourism ambassador subClassOf phrase, official honorary title disjointWith phrase
honorary citizen of Kagawa Prefecture subClassOf honorary citizenship, honorary citizen of Kagawa Prefecture subClassOf word, honorary citizenship disjointWith word
ārya subClassOf style, ārya subClassOf phrase, style disjointWith phrase
eight kabane system subClassOf kabane, eight kabane system subClassOf phrase, kabane disjointWith phrase
dōbōshū subClassOf valet, dōbōshū subClassOf phrase, valet disjointWith phrase
rector of Lviv University subClassOf rector, rector of Lviv University subClassOf word, rector disjointWith word
ecclesiastical occupation subClassOf role, ecclesiastical occupation subClassOf word, role disjointWith word
honorary doctor of the Clark University subClassOf honorary doctorate, honorary doctor of the Clark University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Yale University subClassOf honorary doctorate, honorary doctor of the Yale University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Union College subClassOf honorary doctorate, honorary doctor of the Union College subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of California, Berkeley subClassOf honorary doctorate, honorary doctor of the University of California, Berkeley subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Vermont subClassOf honorary doctorate, honorary doctor of the University of Vermont subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Lake Forest College subClassOf honorary doctorate, honorary doctor of the Lake Forest College subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Dickinson College subClassOf honorary doctorate, honorary doctor of the Dickinson College subClassOf word, honorary doctorate disjointWith word
rector of the University of Belgrade subClassOf rector, rector of the University of Belgrade subClassOf word, rector disjointWith word
Rector subClassOf rector, Rector subClassOf word, rector disjointWith word
honorary doctor of the Middlebury College subClassOf honorary doctorate, honorary doctor of the Middlebury College subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Dartmouth College subClassOf honorary doctorate, honorary doctor of the Dartmouth College subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Denison University subClassOf honorary doctorate, honorary doctor of the Denison University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the State University of New York at Buffalo subClassOf honorary doctorate, honorary doctor of the State University of New York at Buffalo subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Rochester subClassOf honorary doctorate, honorary doctor of the University of Rochester subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Oberlin College subClassOf honorary doctorate, honorary doctor of the Oberlin College subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Wisconsin–Madison subClassOf honorary doctorate, honorary doctor of the University of Wisconsin–Madison subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Toledo subClassOf honorary doctorate, honorary doctor of the University of Toledo subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Northeastern University subClassOf honorary doctorate, honorary doctor of the Northeastern University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Bucknell University subClassOf honorary doctorate, honorary doctor of the Bucknell University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Colgate University subClassOf honorary doctorate, honorary doctor of the Colgate University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Claremont Graduate University subClassOf honorary doctorate, honorary doctor of the Claremont Graduate University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Hawaii subClassOf honorary doctorate, honorary doctor of the University of Hawaii subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Aarhus University subClassOf honorary doctorate, honorary doctor of the Aarhus University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Peking University subClassOf honorary doctorate, honorary doctor of the Peking University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Fudan University subClassOf honorary doctorate, honorary doctor of the Fudan University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Chinese Academy of Social Sciences subClassOf honorary doctorate, honorary doctor of the Chinese Academy of Social Sciences subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Nankai University subClassOf honorary doctorate, honorary doctor of the Nankai University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Beijing Normal University subClassOf honorary doctorate, honorary doctor of the Beijing Normal University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Shanghai Jiao Tong University subClassOf honorary doctorate, honorary doctor of the Shanghai Jiao Tong University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Science and Technology of China subClassOf honorary doctorate, honorary doctor of the University of Science and Technology of China subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Sun Yat-sen University subClassOf honorary doctorate, honorary doctor of the Sun Yat-sen University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Chinese Academy of Sciences subClassOf honorary doctorate, honorary doctor of the Chinese Academy of Sciences subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Tongji University subClassOf honorary doctorate, honorary doctor of the Tongji University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Tsinghua University subClassOf honorary doctorate, honorary doctor of the Tsinghua University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Beihang University subClassOf honorary doctorate, honorary doctor of the Beihang University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Beijing Forestry University subClassOf honorary doctorate, honorary doctor of the Beijing Forestry University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the China Union Medical University subClassOf honorary doctorate, honorary doctor of the China Union Medical University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Renmin University of China subClassOf honorary doctorate, honorary doctor of the Renmin University of China subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the China Medical University subClassOf honorary doctorate, honorary doctor of the China Medical University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Zhejiang University subClassOf honorary doctorate, honorary doctor of the Zhejiang University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Shanghai University subClassOf honorary doctorate, honorary doctor of the Shanghai University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Beijing Institute of Technology subClassOf honorary doctorate, honorary doctor of the Beijing Institute of Technology subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Huazhong University of Science and Technology subClassOf honorary doctorate, honorary doctor of the Huazhong University of Science and Technology subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Beijing Sport University subClassOf honorary doctorate, honorary doctor of the Beijing Sport University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Central South University of Technology subClassOf honorary doctorate, honorary doctor of the Central South University of Technology subClassOf word, honorary doctorate disjointWith word
honorary doctor of the China Foreign Affairs University subClassOf honorary doctorate, honorary doctor of the China Foreign Affairs University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Sichuan University subClassOf honorary doctorate, honorary doctor of the Sichuan University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Xi'an Jiaotong University subClassOf honorary doctorate, honorary doctor of the Xi'an Jiaotong University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Nanjing Normal University subClassOf honorary doctorate, honorary doctor of the Nanjing Normal University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Jinan University subClassOf honorary doctorate, honorary doctor of the Jinan University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Shandong  University subClassOf honorary doctorate, honorary doctor of the Shandong  University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Tianjin University subClassOf honorary doctorate, honorary doctor of the Tianjin University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Xidian University subClassOf honorary doctorate, honorary doctor of the Xidian University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the China Agricultural University subClassOf honorary doctorate, honorary doctor of the China Agricultural University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Northeast Normal University subClassOf honorary doctorate, honorary doctor of the Northeast Normal University subClassOf phrase, honorary doctorate disjointWith phrase
Honorary Doctor of the Beijing Foreign Studies University subClassOf honorary doctorate, Honorary Doctor of the Beijing Foreign Studies University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of International Business and Economics subClassOf honorary doctorate, honorary doctor of the University of International Business and Economics subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Central China Normal University subClassOf honorary doctorate, honorary doctor of the Central China Normal University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Jilin University subClassOf honorary doctorate, honorary doctor of the Jilin University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Zhengzhou University subClassOf honorary doctorate, honorary doctor of the Zhengzhou University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Chinese Academy of Forestry subClassOf honorary doctorate, honorary doctor of the Chinese Academy of Forestry subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Hunan University subClassOf honorary doctorate, honorary doctor of the Hunan University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Huaqiao University subClassOf honorary doctorate, honorary doctor of the Huaqiao University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Zhongnan University of Economics and Law subClassOf honorary doctorate, honorary doctor of the Zhongnan University of Economics and Law subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the China University of Political Science and Law subClassOf honorary doctorate, honorary doctor of the China University of Political Science and Law subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Nanjing University of Science and Technology subClassOf honorary doctorate, honorary doctor of the Nanjing University of Science and Technology subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Harbin Institute of Technology subClassOf honorary doctorate, honorary doctor of the Harbin Institute of Technology subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Southeast University subClassOf honorary doctorate, honorary doctor of the Southeast University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Southwestern University of Finance and Economics subClassOf honorary doctorate, honorary doctor of the Southwestern University of Finance and Economics subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Lanzhou University subClassOf honorary doctorate, honorary doctor of the Lanzhou University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Xiamen University subClassOf honorary doctorate, honorary doctor of the Xiamen University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Dalian Maritime University subClassOf honorary doctorate, honorary doctor of the Dalian Maritime University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Chongqing University subClassOf honorary doctorate, honorary doctor of the Chongqing University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Science and Technology Beijing subClassOf honorary doctorate, honorary doctor of the University of Science and Technology Beijing subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Soochow University subClassOf honorary doctorate, honorary doctor of the Soochow University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Wuhan University subClassOf honorary doctorate, honorary doctor of the Wuhan University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Shanghai Theatre Academy subClassOf honorary doctorate, honorary doctor of the Shanghai Theatre Academy subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the China University of Mining and Technology subClassOf honorary doctorate, honorary doctor of the China University of Mining and Technology subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Beijing Language and Culture University subClassOf honorary doctorate, honorary doctor of the Beijing Language and Culture University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Shanghai International Studies University subClassOf honorary doctorate, honorary doctor of the Shanghai International Studies University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Dalian University of Technology subClassOf honorary doctorate, honorary doctor of the Dalian University of Technology subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Northwest A&F University subClassOf honorary doctorate, honorary doctor of the Northwest A&F University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Nanjing Agricultural University subClassOf honorary doctorate, honorary doctor of the Nanjing Agricultural University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Shanghai for Science and Technology subClassOf honorary doctorate, honorary doctor of the University of Shanghai for Science and Technology subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the East China Normal University subClassOf honorary doctorate, honorary doctor of the East China Normal University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Xinjiang University subClassOf honorary doctorate, honorary doctor of the Xinjiang University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Nanjing Medical University subClassOf honorary doctorate, honorary doctor of the Nanjing Medical University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Jiangnan University subClassOf honorary doctorate, honorary doctor of the Jiangnan University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Guangxi University for Nationalities subClassOf honorary doctorate, honorary doctor of the Guangxi University for Nationalities subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Central South University subClassOf honorary doctorate, honorary doctor of the Central South University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Chinese University of Hong Kong subClassOf honorary doctorate, honorary doctor of the Chinese University of Hong Kong subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Gansu Agricultural University subClassOf honorary doctorate, honorary doctor of the Gansu Agricultural University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Fujian Normal University subClassOf honorary doctorate, honorary doctor of the Fujian Normal University subClassOf word, honorary doctorate disjointWith word
honorary doctorate from Dalhousie University subClassOf honorary doctorate, honorary doctorate from Dalhousie University subClassOf word, honorary doctorate disjointWith word
honorary doctor of Kyiv National University of Trade and Economics subClassOf honorary doctorate, honorary doctor of Kyiv National University of Trade and Economics subClassOf word, honorary doctorate disjointWith word
honorary doctor of Saint Petersburg State University of Economics subClassOf honorary doctorate, honorary doctor of Saint Petersburg State University of Economics subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Montenegro subClassOf honorary doctorate, honorary doctor of the University of Montenegro subClassOf phrase, honorary doctorate disjointWith phrase
Sch.P. subClassOf name suffix, Sch.P. subClassOf phrase, name suffix disjointWith phrase
O.C.S.O. subClassOf name suffix, O.C.S.O. subClassOf phrase, name suffix disjointWith phrase
O.C.D. subClassOf name suffix, O.C.D. subClassOf phrase, name suffix disjointWith phrase
religious name suffix subClassOf honorific, religious name suffix subClassOf word, honorific disjointWith word
O.S.B. subClassOf name suffix, O.S.B. subClassOf phrase, name suffix disjointWith phrase
O.F.M. subClassOf name suffix, O.F.M. subClassOf word, name suffix disjointWith word
O.P. subClassOf name suffix, O.P. subClassOf phrase, name suffix disjointWith phrase
O.F.M. Conv. subClassOf name suffix, O.F.M. Conv. subClassOf word, name suffix disjointWith word
O.F.M. Cap. subClassOf name suffix, O.F.M. Cap. subClassOf word, name suffix disjointWith word
O. Cist subClassOf name suffix, O. Cist subClassOf word, name suffix disjointWith word
C.R.S.A. subClassOf name suffix, C.R.S.A. subClassOf phrase, name suffix disjointWith phrase
O.S.H. subClassOf name suffix, O.S.H. subClassOf phrase, name suffix disjointWith phrase
S.D.B. subClassOf name suffix, S.D.B. subClassOf phrase, name suffix disjointWith phrase
O.S.Io.Hieros. subClassOf name suffix, O.S.Io.Hieros. subClassOf word, name suffix disjointWith word
C.M.F. subClassOf name suffix, C.M.F. subClassOf word, name suffix disjointWith word
C.P.C.R. subClassOf name suffix, C.P.C.R. subClassOf word, name suffix disjointWith word
L.C. subClassOf name suffix, L.C. subClassOf word, name suffix disjointWith word
